DATE,PRCP,TMAX,TMIN
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:45,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:46,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:47,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:48,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.8
1/18/2024 0:49,0.01,27.1,24.7
1/18/2024 0:49,0.01,27.1,24.6
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:50,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:51,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:52,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:53,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:54,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:55,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:56,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:57,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:58,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 0:59,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:00,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:01,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:02,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:03,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:04,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:05,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:06,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:07,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:08,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:09,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:10,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:11,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:12,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:13,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:14,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:15,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:16,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:17,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:18,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.5
1/18/2024 1:19,0.01,27.1,24.2
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:20,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:21,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:22,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:23,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:24,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
1/18/2024 1:25,0.01,27.1,24.1
